Node IP,Executed Command,Execution Output
10.156.42.153,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.153,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.153,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.153,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.153,bash /opt/flare_bsl_new/bin/kamanja --version,Kamanja version 3.1.22.0
10.156.42.154,airflow version,Command Not Exist or Application Not installed
10.156.42.154,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.154,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.154,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.154,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.154,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.154,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.154,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.154,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.154,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.154,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.154,java -version,Command Not Exist or Application Not installed
10.156.42.154,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.154,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.154,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.154,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.154,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.154,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.154,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.154,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.154,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.154,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.154,bash /opt/flare_bsl_new/bin/kamanja --version,Kamanja version 3.1.22.0
10.156.42.155,airflow version,Command Not Exist or Application Not installed
10.156.42.155,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.155,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.155,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.155,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.155,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.155,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.155,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.155,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.155,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.155,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.155,java -version,Command Not Exist or Application Not installed
10.156.42.155,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.155,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.155,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.155,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.155,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.155,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.155,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.155,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.155,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.155,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.155,bash /opt/flare_bsl_new/bin/kamanja --version,Kamanja version 3.1.22.0
10.156.42.158,airflow version,Command Not Exist or Application Not installed
10.156.42.158,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.158,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.158,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.158,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.158,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.158,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.158,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.158,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.158,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.158,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.158,java -version,Command Not Exist or Application Not installed
10.156.42.158,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.158,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.158,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.158,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.158,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.158,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.158,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.158,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.158,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.158,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.158,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.163,airflow version,Command Not Exist or Application Not installed
10.156.42.163,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.163,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.163,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.163,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.163,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.163,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.163,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.163,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.163,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.163,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.163,java -version,Command Not Exist or Application Not installed
10.156.42.163,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.163,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.163,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.163,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.163,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.163,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.163,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.163,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.163,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.163,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.163,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.164,airflow version,Command Not Exist or Application Not installed
10.156.42.164,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.164,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.164,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.164,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.164,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.164,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.164,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.164,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.164,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.164,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.164,java -version,Command Not Exist or Application Not installed
10.156.42.164,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.164,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.164,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.164,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.164,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.164,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.164,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.164,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.164,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.164,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.164,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
